"","Dia","Valor"
"2550","26.Mar.2020",843.96
"2551","27.Mar.2020",836.05
"2552","30.Mar.2020",835.23
"2553","31.Mar.2020",846.3
"2554","01.Apr.2020",852.03
"2555","02.Apr.2020",863.81
"2556","03.Apr.2020",861.89
"2557","06.Apr.2020",863.99
"2558","07.Apr.2020",853.91
"2559","08.Apr.2020",842.05
"2560","09.Apr.2020",851.9
"2561","13.Apr.2020",839.49
"2562","14.Apr.2020",844.57
"2563","15.Apr.2020",848.63
"2564","16.Apr.2020",859.31
"2565","17.Apr.2020",852.52
"2566","20.Apr.2020",849.45
"2567","21.Apr.2020",856.23
"2568","22.Apr.2020",862.06
"2569","23.Apr.2020",856.51
"2570","24.Apr.2020",858.87
"2571","27.Apr.2020",859.95
"2572","28.Apr.2020",856.76
"2573","29.Apr.2020",850.41
"2574","30.Apr.2020",836.62
"2575","04.May.2020",837.92
"2576","05.May.2020",838.74
"2577","06.May.2020",832.84
"2578","07.May.2020",839.08
"2579","08.May.2020",836.27
"2580","11.May.2020",827.65
"2581","12.May.2020",826.05
"2582","13.May.2020",821.88
"2583","14.May.2020",820.38
"2584","15.May.2020",822.93
"2585","18.May.2020",823.86
"2586","19.May.2020",820.65
"2587","20.May.2020",819.08
"2588","22.May.2020",806.17
"2589","25.May.2020",805.75
"2590","26.May.2020",803.74
"2591","27.May.2020",802.1
"2592","28.May.2020",816.47
"2593","29.May.2020",812.74
"2594","01.Jun.2020",806.32
"2595","02.Jun.2020",796.46
"2596","03.Jun.2020",782.86
"2597","04.Jun.2020",769.13
"2598","05.Jun.2020",775.58
"2599","08.Jun.2020",764.97
"2600","09.Jun.2020",769.26
"2601","10.Jun.2020",771.96
"2602","11.Jun.2020",767.93
"2603","12.Jun.2020",784.65
"2604","15.Jun.2020",790.73
"2605","16.Jun.2020",796.87
"2606","17.Jun.2020",779.1
"2607","18.Jun.2020",798.53
"2608","19.Jun.2020",812.19
"2609","22.Jun.2020",817.33
"2610","23.Jun.2020",816.02
"2611","24.Jun.2020",817.9
"2612","25.Jun.2020",820.68
"2613","26.Jun.2020",813.25
"2614","30.Jun.2020",816.36
"2615","01.Jul.2020",821.23
"2616","02.Jul.2020",816.29
"2617","03.Jul.2020",803.98
"2618","06.Jul.2020",801.46
"2619","07.Jul.2020",798.79
"2620","08.Jul.2020",793.88
"2621","09.Jul.2020",786.18
"2622","10.Jul.2020",781.74
"2623","13.Jul.2020",790.82
"2624","14.Jul.2020",788.22
"2625","15.Jul.2020",787.87
"2626","17.Jul.2020",787.5
"2627","20.Jul.2020",787.26
"2628","21.Jul.2020",786.04
"2629","22.Jul.2020",777.66
"2630","23.Jul.2020",769.06
"2631","24.Jul.2020",767.17
"2632","27.Jul.2020",768.63
"2633","28.Jul.2020",768.81
"2634","29.Jul.2020",767.82
"2635","30.Jul.2020",759.18
"2636","31.Jul.2020",754.45
"2637","03.Aug.2020",757.06
"2638","04.Aug.2020",761.34
"2639","05.Aug.2020",767.98
"2640","06.Aug.2020",774.82
"2641","07.Aug.2020",777.18
"2642","10.Aug.2020",784.28
"2643","11.Aug.2020",796.58
"2644","12.Aug.2020",793.61
"2645","13.Aug.2020",792.69
"2646","14.Aug.2020",793.32
"2647","17.Aug.2020",796.73
"2648","18.Aug.2020",803.4
"2649","19.Aug.2020",796.23
"2650","20.Aug.2020",784.25
"2651","21.Aug.2020",785.84
"2652","24.Aug.2020",790.88
"2653","25.Aug.2020",786.17
"2654","26.Aug.2020",784.44
"2655","27.Aug.2020",786.91
"2656","28.Aug.2020",784.27
"2657","31.Aug.2020",779.92
"2658","01.Sep.2020",776.46
"2659","02.Sep.2020",770.59
"2660","03.Sep.2020",771.45
"2661","04.Sep.2020",773.71
"2662","07.Sep.2020",773.76
"2663","08.Sep.2020",773.24
"2664","09.Sep.2020",776.65
"2665","10.Sep.2020",767.87
"2666","11.Sep.2020",764.99
"2667","14.Sep.2020",768.34
"2668","15.Sep.2020",767.01
"2669","16.Sep.2020",760.01
"2670","17.Sep.2020",761.54
"2671","21.Sep.2020",764.34
"2672","22.Sep.2020",772.83
"2673","23.Sep.2020",773.4
"2674","24.Sep.2020",781.44
"2675","25.Sep.2020",788.02
"2676","28.Sep.2020",787.15
"2677","29.Sep.2020",784.19
"2678","30.Sep.2020",784.46
"2679","01.Oct.2020",788.15
"2680","02.Oct.2020",785.04
"2681","05.Oct.2020",790.81
"2682","06.Oct.2020",794.34
"2683","07.Oct.2020",797.35
"2684","08.Oct.2020",795.05
"2685","09.Oct.2020",797.25
"2686","13.Oct.2020",796.05
"2687","14.Oct.2020",797.66
"2688","15.Oct.2020",798.56
"2689","16.Oct.2020",801.91
"2690","19.Oct.2020",795.68
"2691","20.Oct.2020",788.27
"2692","21.Oct.2020",786.66
"2693","22.Oct.2020",784.07
"2694","23.Oct.2020",781.41
"2695","26.Oct.2020",777.72
"2696","27.Oct.2020",779.57
"2697","28.Oct.2020",772.05
"2698","29.Oct.2020",775.56
"2699","30.Oct.2020",770.45
"2700","02.Nov.2020",771.92
"2701","03.Nov.2020",769.17
"2702","04.Nov.2020",758.53
"2703","05.Nov.2020",757.16
"2704","06.Nov.2020",752.01
"2705","09.Nov.2020",759.25
"2706","10.Nov.2020",753.75
"2707","11.Nov.2020",760.9
"2708","12.Nov.2020",757.42
"2709","13.Nov.2020",757.43
"2710","16.Nov.2020",766.7
"2711","17.Nov.2020",767.86
"2712","18.Nov.2020",767.05
"2713","19.Nov.2020",758.1
"2714","20.Nov.2020",758.62
"2715","23.Nov.2020",761.55
"2716","24.Nov.2020",765.96
"2717","25.Nov.2020",772.83
"2718","26.Nov.2020",771.68
"2719","27.Nov.2020",766
"2720","30.Nov.2020",766.69
"2721","01.Dec.2020",767.29
"2722","02.Dec.2020",760.16
"2723","03.Dec.2020",755.34
"2724","04.Dec.2020",752.03
"2725","07.Dec.2020",747.61
"2726","09.Dec.2020",744.82
"2727","10.Dec.2020",739.45
"2728","11.Dec.2020",738.17
"2729","14.Dec.2020",733.55
"2730","15.Dec.2020",731.58
"2731","16.Dec.2020",734.23
"2732","17.Dec.2020",735.09
"2733","18.Dec.2020",723.44
"2734","21.Dec.2020",723.85
"2735","22.Dec.2020",730.7
"2736","23.Dec.2020",728.96
"2737","24.Dec.2020",716.25
"2738","28.Dec.2020",710.26
"2739","29.Dec.2020",710.64
"2740","30.Dec.2020",711.24
"2741","04.Jan.2021",710.95
"2742","05.Jan.2021",702.93
"2743","06.Jan.2021",702.29
"2744","07.Jan.2021",696.18
"2745","08.Jan.2021",709.99
"2746","11.Jan.2021",713.28
"2747","12.Jan.2021",718.89
"2748","13.Jan.2021",725.24
"2749","14.Jan.2021",739.72
"2750","15.Jan.2021",735.35
"2751","18.Jan.2021",735.06
"2752","19.Jan.2021",736.11
"2753","20.Jan.2021",733.73
"2754","21.Jan.2021",730.38
"2755","22.Jan.2021",715.56
"2756","25.Jan.2021",724.26
"2757","26.Jan.2021",731.92
"2758","27.Jan.2021",731
"2759","28.Jan.2021",736.88
"2760","29.Jan.2021",741.4
"2761","01.Feb.2021",734.62
"2762","02.Feb.2021",731.66
"2763","03.Feb.2021",734.86
"2764","04.Feb.2021",730.53
"2765","05.Feb.2021",737.23
"2766","08.Feb.2021",736.65
"2767","09.Feb.2021",735.07
"2768","10.Feb.2021",733.13
"2769","11.Feb.2021",728.9
"2770","12.Feb.2021",722.52
"2771","15.Feb.2021",724.39
"2772","16.Feb.2021",718.45
"2773","17.Feb.2021",717.38
"2774","18.Feb.2021",719.78
"2775","19.Feb.2021",712.14
"2776","22.Feb.2021",707.12
"2777","23.Feb.2021",709.65
"2778","24.Feb.2021",706.76
"2779","25.Feb.2021",703.65
"2780","26.Feb.2021",708.04
"2781","01.Mar.2021",719.91
"2782","02.Mar.2021",721.2
"2783","03.Mar.2021",726.74
"2784","04.Mar.2021",731.3
"2785","05.Mar.2021",729.15
"2786","08.Mar.2021",733.11
"2787","09.Mar.2021",738.46
"2788","10.Mar.2021",733.42
"2789","11.Mar.2021",728.89
"2790","12.Mar.2021",718.4
"2791","15.Mar.2021",718.37
"2792","16.Mar.2021",721.49
"2793","17.Mar.2021",723.47
"2794","18.Mar.2021",730.93
"2795","19.Mar.2021",724.59
"2796","22.Mar.2021",717.96
"2797","23.Mar.2021",716.46
"2798","24.Mar.2021",720.62
"2799","25.Mar.2021",723.35
"2800","26.Mar.2021",730.82
"2801","29.Mar.2021",729.5
"2802","30.Mar.2021",736.17
"2803","31.Mar.2021",732.11
"2804","01.Apr.2021",721.82
"2805","05.Apr.2021",717.12
"2806","06.Apr.2021",717.9
"2807","07.Apr.2021",718.17
"2808","08.Apr.2021",714.21
"2809","09.Apr.2021",708.09
"2810","12.Apr.2021",711.23
"2811","13.Apr.2021",709.51
"2812","14.Apr.2021",708.71
"2813","15.Apr.2021",707.25
"2814","16.Apr.2021",701.98
"2815","19.Apr.2021",701.55
"2816","20.Apr.2021",700.96
"2817","21.Apr.2021",697.19
"2818","22.Apr.2021",696.8
"2819","23.Apr.2021",705.41
"2820","26.Apr.2021",712.54
"2821","27.Apr.2021",707.05
"2822","28.Apr.2021",702.02
"2823","29.Apr.2021",700.15
"2824","30.Apr.2021",705.09
"2825","03.May.2021",711.06
"2826","04.May.2021",706.29
"2827","05.May.2021",705.25
"2828","06.May.2021",703.09
"2829","07.May.2021",701.27
"2830","10.May.2021",694.47
"2831","11.May.2021",693.74
"2832","12.May.2021",700.04
"2833","13.May.2021",707.19
"2834","14.May.2021",708.64
"2835","17.May.2021",703.17
"2836","18.May.2021",715.62
"2837","19.May.2021",713.63
"2838","20.May.2021",715.31
"2839","24.May.2021",716.41
"2840","25.May.2021",727.09
"2841","26.May.2021",734.75
"2842","27.May.2021",732.82
"2843","28.May.2021",730.43
"2844","31.May.2021",724.92
"2845","01.Jun.2021",722.11
"2846","02.Jun.2021",721.52
"2847","03.Jun.2021",720.44
"2848","04.Jun.2021",719.93
"2849","07.Jun.2021",717.12
"2850","08.Jun.2021",716.06
"2851","09.Jun.2021",717.82
"2852","10.Jun.2021",718.98
"2853","11.Jun.2021",720.77
"2854","14.Jun.2021",720.28
"2855","15.Jun.2021",719.17
"2856","16.Jun.2021",725.11
"2857","17.Jun.2021",726.62
"2858","18.Jun.2021",735.69
"2859","22.Jun.2021",746.17
"2860","23.Jun.2021",749.34
"2861","24.Jun.2021",735.13
"2862","25.Jun.2021",731.1
"2863","29.Jun.2021",732.25
"2864","30.Jun.2021",735.28
"2865","01.Jul.2021",727.76
"2866","02.Jul.2021",737.79
"2867","05.Jul.2021",735.06
"2868","06.Jul.2021",734.66
"2869","07.Jul.2021",743.25
"2870","08.Jul.2021",751.36
"2871","09.Jul.2021",753.67
"2872","12.Jul.2021",748.7
"2873","13.Jul.2021",744.1
"2874","14.Jul.2021",746.56
"2875","15.Jul.2021",747.93
"2876","19.Jul.2021",754.17
"2877","20.Jul.2021",759.71
"2878","21.Jul.2021",758.85
"2879","22.Jul.2021",755.37
"2880","23.Jul.2021",750.81
"2881","26.Jul.2021",758.44
"2882","27.Jul.2021",764.21
"2883","28.Jul.2021",761.03
"2884","29.Jul.2021",767.29
"2885","30.Jul.2021",758.53
"2886","02.Aug.2021",760.2
"2887","03.Aug.2021",761.39
"2888","04.Aug.2021",774.54
"2889","05.Aug.2021",775.54
"2890","06.Aug.2021",776.69
"2891","09.Aug.2021",784.5
"2892","10.Aug.2021",787.4
"2893","11.Aug.2021",780.08
"2894","12.Aug.2021",773.01
"2895","13.Aug.2021",772.78
"2896","16.Aug.2021",774.25
"2897","17.Aug.2021",784.18
"2898","18.Aug.2021",789.62
"2899","19.Aug.2021",787.71
"2900","20.Aug.2021",789.98
"2901","23.Aug.2021",786.43
"2902","24.Aug.2021",783.3
"2903","25.Aug.2021",782.17
"2904","26.Aug.2021",783.03
"2905","27.Aug.2021",785.06
"2906","30.Aug.2021",784.39
"2907","31.Aug.2021",779.97
"2908","01.Sep.2021",775.14
"2909","02.Sep.2021",767.1
"2910","03.Sep.2021",768.36
"2911","06.Sep.2021",766.53
"2912","07.Sep.2021",770.33
"2913","08.Sep.2021",777.94
"2914","09.Sep.2021",787.51
"2915","10.Sep.2021",791.28
"2916","13.Sep.2021",789.91
"2917","14.Sep.2021",784.26
"2918","15.Sep.2021",783.25
"2919","16.Sep.2021",781.85
"2920","20.Sep.2021",780.59
"2921","21.Sep.2021",788.05
"2922","22.Sep.2021",785.1
"2923","23.Sep.2021",785.03
"2924","24.Sep.2021",787.24
"2925","27.Sep.2021",788.98
"2926","28.Sep.2021",795.48
"2927","29.Sep.2021",798.63
"2928","30.Sep.2021",803.59
"2929","01.Oct.2021",811.9
"2930","04.Oct.2021",803.9
"2931","05.Oct.2021",805.89
"2932","06.Oct.2021",810.63
"2933","07.Oct.2021",816.28
"2934","08.Oct.2021",813.62
"2935","12.Oct.2021",820.18
"2936","13.Oct.2021",827.56
"2937","14.Oct.2021",820.19
"2938","15.Oct.2021",816.81
"2939","18.Oct.2021",826.19
"2940","19.Oct.2021",820.29
"2941","20.Oct.2021",813.33
"2942","21.Oct.2021",811.55
"2943","22.Oct.2021",817.61
"2944","25.Oct.2021",816.58
"2945","26.Oct.2021",810.16
"2946","27.Oct.2021",806.55
"2947","28.Oct.2021",804.32
"2948","29.Oct.2021",805.47
"2949","02.Nov.2021",810.91
"2950","03.Nov.2021",814.42
"2951","04.Nov.2021",815.52
"2952","05.Nov.2021",815.58
"2953","08.Nov.2021",812.4
"2954","09.Nov.2021",806.61
"2955","10.Nov.2021",797.78
"2956","11.Nov.2021",791.71
"2957","12.Nov.2021",791.3
"2958","15.Nov.2021",797.8
"2959","16.Nov.2021",801.96
"2960","17.Nov.2021",806.24
"2961","18.Nov.2021",819.56
"2962","19.Nov.2021",834.57
"2963","22.Nov.2021",832.72
"2964","23.Nov.2021",808.14
"2965","24.Nov.2021",809.94
"2966","25.Nov.2021",811.7
"2967","26.Nov.2021",819.59
"2968","29.Nov.2021",829.94
"2969","30.Nov.2021",836.73
"2970","01.Dec.2021",837.55
"2971","02.Dec.2021",828.17
"2972","03.Dec.2021",837.72
"2973","06.Dec.2021",837.69
"2974","07.Dec.2021",842.32
"2975","09.Dec.2021",839.53
"2976","10.Dec.2021",841.32
"2977","13.Dec.2021",849.16
"2978","14.Dec.2021",843.43
"2979","15.Dec.2021",846.43
"2980","16.Dec.2021",848.52
"2981","17.Dec.2021",849.65
"2982","20.Dec.2021",846.64
"2983","21.Dec.2021",863.21
"2984","22.Dec.2021",868.76
"2985","23.Dec.2021",866.25
"2986","24.Dec.2021",857.14
"2987","27.Dec.2021",863.29
"2988","28.Dec.2021",858.59
"2989","29.Dec.2021",855.94
"2990","30.Dec.2021",850.25
"2991","03.Jan.2022",844.69
"2992","04.Jan.2022",851.43
"2993","05.Jan.2022",852.03
"2994","06.Jan.2022",841.63
"2995","07.Jan.2022",838.88
"2996","10.Jan.2022",831.59
"2997","11.Jan.2022",831.39
"2998","12.Jan.2022",832.6
"2999","13.Jan.2022",826.51
"3000","14.Jan.2022",821.87
"3001","17.Jan.2022",815.39
"3002","18.Jan.2022",822
"3003","19.Jan.2022",820.6
"3004","20.Jan.2022",813.46
"3005","21.Jan.2022",805.25
"3006","24.Jan.2022",799.23
"3007","25.Jan.2022",800.31
"3008","26.Jan.2022",806.06
"3009","27.Jan.2022",798.86
"3010","28.Jan.2022",799.15
"3011","31.Jan.2022",810.12
"3012","01.Feb.2022",803.88
"3013","02.Feb.2022",801.52
"3014","03.Feb.2022",805.95
"3015","04.Feb.2022",817.29
"3016","07.Feb.2022",825.58
"3017","08.Feb.2022",826.93
"3018","09.Feb.2022",824.33
"3019","10.Feb.2022",820.79
"3020","11.Feb.2022",804.2
"3021","14.Feb.2022",806.24
"3022","15.Feb.2022",812.24
"3023","16.Feb.2022",804.17
"3024","17.Feb.2022",799.55
"3025","18.Feb.2022",798.98
"3026","21.Feb.2022",793.91
"3027","22.Feb.2022",799.99
"3028","23.Feb.2022",796.25
"3029","24.Feb.2022",787.05
"3030","25.Feb.2022",807.26
"3031","28.Feb.2022",805.25
"3032","01.Mar.2022",798.01
"3033","02.Mar.2022",803.27
"3034","03.Mar.2022",807.31
"3035","04.Mar.2022",800.97
"3036","07.Mar.2022",806.89
"3037","08.Mar.2022",808.6
"3038","09.Mar.2022",812.03
"3039","10.Mar.2022",803.57
"3040","11.Mar.2022",806.03
"3041","14.Mar.2022",802.48
"3042","15.Mar.2022",808.41
"3043","16.Mar.2022",815.03
"3044","17.Mar.2022",803.55
"3045","18.Mar.2022",798.13
"3046","21.Mar.2022",802.23
"3047","22.Mar.2022",798.5
"3048","23.Mar.2022",793.22
"3049","24.Mar.2022",794.44
"3050","25.Mar.2022",789.87
"3051","28.Mar.2022",785.89
"3052","29.Mar.2022",778.62
"3053","30.Mar.2022",777.1
"3054","31.Mar.2022",787.16
"3055","01.Apr.2022",787.98
"3056","04.Apr.2022",783.45
"3057","05.Apr.2022",779.33
"3058","06.Apr.2022",783.28
"3059","07.Apr.2022",794.58
"3060","08.Apr.2022",807.88
"3061","11.Apr.2022",814.28
"3062","12.Apr.2022",818.53
"3063","13.Apr.2022",806.73
"3064","14.Apr.2022",804.78
"3065","18.Apr.2022",814.73
"3066","19.Apr.2022",817.7
"3067","20.Apr.2022",818.18
"3068","21.Apr.2022",816.29
"3069","22.Apr.2022",817.85
"3070","25.Apr.2022",834.45
"3071","26.Apr.2022",850.85
"3072","27.Apr.2022",847.57
"3073","28.Apr.2022",847.44
"3074","29.Apr.2022",856.58
"3075","02.May.2022",850.78
"3076","03.May.2022",860.64
"3077","04.May.2022",856.74
"3078","05.May.2022",859.33
"3079","06.May.2022",863.1
"3080","09.May.2022",857.58
"3081","10.May.2022",867.87
"3082","11.May.2022",868.06
"3083","12.May.2022",861.76
"3084","13.May.2022",867.93
"3085","16.May.2022",861.04
"3086","17.May.2022",857.98
"3087","18.May.2022",850.78
"3088","19.May.2022",849.9
"3089","20.May.2022",842.38
"3090","23.May.2022",833.58
"3091","24.May.2022",829.59
"3092","25.May.2022",833.99
"3093","26.May.2022",835.43
"3094","27.May.2022",829.61
"3095","30.May.2022",822.25
"3096","31.May.2022",826.26
"3097","01.Jun.2022",824.35
"3098","02.Jun.2022",825.28
"3099","03.Jun.2022",815.56
"3100","06.Jun.2022",813.38
"3101","07.Jun.2022",817.99
"3102","08.Jun.2022",828.99
"3103","09.Jun.2022",821.66
"3104","10.Jun.2022",827.19
"3105","13.Jun.2022",838.61
"3106","14.Jun.2022",863.33
"3107","15.Jun.2022",866.79
"3108","16.Jun.2022",863.95
"3109","17.Jun.2022",869.62
"3110","20.Jun.2022",875.65
"3111","22.Jun.2022",880.82
"3112","23.Jun.2022",886.64
"3113","24.Jun.2022",898.8
"3114","28.Jun.2022",911.49
"3115","29.Jun.2022",905.32
"3116","30.Jun.2022",919.97
"3117","01.Jul.2022",932.08
"3118","04.Jul.2022",934.54
"3119","05.Jul.2022",927.53
"3120","06.Jul.2022",948.51
"3121","07.Jul.2022",972.66
"3122","08.Jul.2022",959.7
"3123","11.Jul.2022",966.74
"3124","12.Jul.2022",989.95
"3125","13.Jul.2022",1008.81
"3126","14.Jul.2022",1010.16
"3127","15.Jul.2022",1042.97
"3128","18.Jul.2022",988.22
"3129","19.Jul.2022",940.9
"3130","20.Jul.2022",929.83
"3131","21.Jul.2022",919.93
"3132","22.Jul.2022",927.49
"3133","25.Jul.2022",932.83
"3134","26.Jul.2022",941.03
"3135","27.Jul.2022",922.04
"3136","28.Jul.2022",920.49
"3137","29.Jul.2022",911.42
"3138","01.Aug.2022",905.1
"3139","02.Aug.2022",893.19
"3140","03.Aug.2022",897.22
"3141","04.Aug.2022",907.82
"3142","05.Aug.2022",903.91
"3143","08.Aug.2022",914.49
"3144","09.Aug.2022",906.03
"3145","10.Aug.2022",900.78
"3146","11.Aug.2022",889.38
"3147","12.Aug.2022",882.33
"3148","16.Aug.2022",882.72
"3149","17.Aug.2022",882.2
"3150","18.Aug.2022",895.76
"3151","19.Aug.2022",918.2
"3152","22.Aug.2022",945.35
"3153","23.Aug.2022",945.47
"3154","24.Aug.2022",926.94
"3155","25.Aug.2022",915.6
"3156","26.Aug.2022",910.03
"3157","29.Aug.2022",900.22
"3158","30.Aug.2022",890.9
"3159","31.Aug.2022",882.11
"3160","01.Sep.2022",898.04
"3161","02.Sep.2022",898.24
"3162","05.Sep.2022",885.52
"3163","06.Sep.2022",866.28
"3164","07.Sep.2022",888.51
"3165","08.Sep.2022",886.34
"3166","09.Sep.2022",881.04
"3167","12.Sep.2022",885.15
"3168","13.Sep.2022",898.69
"3169","14.Sep.2022",910.27
"3170","15.Sep.2022",917.11
"3171","20.Sep.2022",922.6
"3172","21.Sep.2022",928.25
"3173","22.Sep.2022",938.82
"3174","23.Sep.2022",943.07
"3175","26.Sep.2022",965.18
"3176","27.Sep.2022",987.07
"3177","28.Sep.2022",982.83
"3178","29.Sep.2022",971.14
"3179","30.Sep.2022",966
"3180","03.Oct.2022",960.24
"3181","04.Oct.2022",955.42
"3182","05.Oct.2022",931.12
"3183","06.Oct.2022",942.02
"3184","07.Oct.2022",943.92
"3185","11.Oct.2022",945.06
"3186","12.Oct.2022",933.88
"3187","13.Oct.2022",933.14
"3188","14.Oct.2022",944.75
"3189","17.Oct.2022",950.72
"3190","18.Oct.2022",967.73
"3191","19.Oct.2022",972.03
"3192","20.Oct.2022",978.06
"3193","21.Oct.2022",972.08
"3194","24.Oct.2022",978.49
"3195","25.Oct.2022",983.91
"3196","26.Oct.2022",971.12
"3197","27.Oct.2022",953
"3198","28.Oct.2022",945.31
"3199","02.Nov.2022",936.35
"3200","03.Nov.2022",937.79
"3201","04.Nov.2022",948.74
"3202","07.Nov.2022",932.37
"3203","08.Nov.2022",919.58
